Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1992","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1993","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1994","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1995","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1996","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1997","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1998","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1999","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2000","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2001","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2002","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2003","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2004","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2005","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2006","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2007","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2008","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2009","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2010","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2011","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2012","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","2013","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1961","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1962","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1963","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1964","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1965","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1966","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1967","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1968","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1969","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1970","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1971","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1972","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1973","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1974","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1975","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1976","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1977","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1978","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1979","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1980","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1981","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1982","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1983","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1984","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1985","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1986","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1987","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1988","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1989","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1990","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1991","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1992","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1993","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1994","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1995","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1996","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1997","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1998","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","1999","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2000","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2001","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2002","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2003","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2004","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2005","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2006","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2007","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2008","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2009","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2010","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Liver Oil","2011","g/capita/day","0"
